,weight,bias,loss
0,-1.5,-2.5,0.006026112673234214
1,-1.5,-2.3979592323303223,0.0062138642381105455
2,-1.5,-2.2959184646606445,0.006428848220364367
3,-1.5,-2.1938774585723877,0.00667320642563421
4,-1.5,-2.09183669090271,0.00694948857192594
5,-1.5,-1.9897959232330322,0.007260420216807991
6,-1.5,-1.8877551555633545,0.0076091982848150415
7,-1.5,-1.7857142686843872,0.007999331594250179
8,-1.5,-1.68367338180542,0.008434712434362154
9,-1.5,-1.5816326141357422,0.00891968572393398
10,-1.5,-1.4795918464660645,0.009459107564708271
11,-1.5,-1.3775509595870972,0.010058307300004192
12,-1.5,-1.2755101919174194,0.01072317688868831
13,-1.5,-1.1734693050384521,0.011460238228111697
14,-1.5,-1.0714285373687744,0.012276694310747491
15,-1.5,-0.9693876504898071,0.013180408781726783
16,-1.5,-0.8673468828201294,0.01418002422592402
17,-1.5,-0.7653061151504517,0.015285082846999937
18,-1.5,-0.6632652282714844,0.016505984757683338
19,-1.5,-0.5612244606018066,0.017854117903712906
20,-1.5,-0.4591836929321289,0.01934184003591501
21,-1.5,-0.35714268684387207,0.020982741757207653
22,-1.5,-0.25510191917419434,0.022791442133292095
23,-1.5,-0.1530611515045166,0.02478392779061543
24,-1.5,-0.05102038383483887,0.026977427437346022
25,-1.5,0.05102038383483887,0.029390588420420728
26,-1.5,0.1530611515045166,0.03204344348119711
27,-1.5,0.25510191917419434,0.03495748203408819
28,-1.5,0.35714268684387207,0.038155735438462936
29,-1.5,0.4591836929321289,0.04166275031128373
30,-1.5,0.5612244606018066,0.04550453565144005
31,-1.5,0.6632652282714844,0.049708611035975216
32,-1.5,0.7653061151504517,0.05430393376231944
33,-1.5,0.8673468828201294,0.05932078488300128
34,-1.5,0.9693876504898071,0.06479064594377769
35,-1.5,1.0714285373687744,0.07074610160724197
36,-1.5,1.1734693050384521,0.07722049835422343
37,-1.5,1.2755101919174194,0.08424784595127147
38,-1.5,1.3775509595870972,0.09186243125734213
39,-1.5,1.4795918464660645,0.10009854457062371
40,-1.5,1.5816326141357422,0.10898998547340294
41,-1.5,1.68367338180542,0.11856984796190063
42,-1.5,1.7857142686843872,0.12886989759650375
43,-1.5,1.8877551555633545,0.13992012561238665
44,-1.5,1.9897959232330322,0.15174850675850982
45,-1.5,2.09183669090271,0.164380172206935
46,-1.5,2.1938774585723877,0.17783735212485843
47,-1.5,2.2959184646606445,0.1921387854788727
48,-1.5,2.3979592323303223,0.20729928439464285
49,-1.5,2.5,0.22332975213283382
50,-1.4387755393981934,-2.5,0.00600768037355859
51,-1.4387755393981934,-2.3979592323303223,0.006197666614643822
52,-1.4387755393981934,-2.2959184646606445,0.006414717866319431
53,-1.4387755393981934,-2.1938774585723877,0.006660999128325784
54,-1.4387755393981934,-2.09183669090271,0.006939078598757078
55,-1.4387755393981934,-1.9897959232330322,0.007251700577196668
56,-1.4387755393981934,-1.8877551555633545,0.00760207659626667
57,-1.4387755393981934,-1.7857142686843872,0.007993736206358942
58,-1.4387755393981934,-1.68367338180542,0.008430584793659667
59,-1.4387755393981934,-1.5816326141357422,0.008916982647522977
60,-1.4387755393981934,-1.4795918464660645,0.009457799682581026
61,-1.4387755393981934,-1.3775509595870972,0.010058380559655081
62,-1.4387755393981934,-1.2755101919174194,0.010724630148345416
63,-1.4387755393981934,-1.1734693050384521,0.011463084822453614
64,-1.4387755393981934,-1.0714285373687744,0.012280960850082465
65,-1.4387755393981934,-0.9693876504898071,0.013186136786779873
66,-1.4387755393981934,-0.8673468828201294,0.014187271290841939
67,-1.4387755393981934,-0.7653061151504517,0.015293919580871413
68,-1.4387755393981934,-0.6632652282714844,0.016516496849122785
69,-1.4387755393981934,-0.5612244606018066,0.01786640821748157
70,-1.4387755393981934,-0.4591836929321289,0.01935602975411098
71,-1.4387755393981934,-0.35714268684387207,0.020998967445664676
72,-1.4387755393981934,-0.25510191917419434,0.022809861018783902
73,-1.4387755393981934,-0.1530611515045166,0.02480471877107277
74,-1.4387755393981934,-0.05102038383483887,0.027000788137047378
75,-1.4387755393981934,0.05102038383483887,0.029416741580988552
76,-1.4387755393981934,0.1530611515045166,0.03207263548950884
77,-1.4387755393981934,0.25510191917419434,0.03498998724954727
78,-1.4387755393981934,0.35714268684387207,0.0381918560078946
79,-1.4387755393981934,0.4591836929321289,0.04170281920623707
80,-1.4387755393981934,0.5612244606018066,0.045548919136020896
81,-1.4387755393981934,0.6632652282714844,0.04975770997696304
82,-1.4387755393981934,0.7653061151504517,0.05435818802496346
83,-1.4387755393981934,0.8673468828201294,0.05938067317807666
84,-1.4387755393981934,0.9693876504898071,0.06485669051905261
85,-1.4387755393981934,1.0714285373687744,0.0708188751734191
86,-1.4387755393981934,1.1734693050384521,0.07730062005515356
87,-1.4387755393981934,1.2755101919174194,0.08433599151164846
88,-1.4387755393981934,1.3775509595870972,0.09195933306551522
89,-1.4387755393981934,1.4795918464660645,0.10020499739611959
90,-1.4387755393981934,1.5816326141357422,0.10910685273977716
91,-1.4387755393981934,1.68367338180542,0.11869806718287765
92,-1.4387755393981934,1.7857142686843872,0.12901048592967798
93,-1.4387755393981934,1.8877551555633545,0.14007418541113434
94,-1.4387755393981934,1.9897959232330322,0.1519172340401732
95,-1.4387755393981934,2.09183669090271,0.16456486986698615
96,-1.4387755393981934,2.1938774585723877,0.17803943100696143
97,-1.4387755393981934,2.2959184646606445,0.19235978333584317
98,-1.4387755393981934,2.3979592323303223,0.20754087647801872
99,-1.4387755393981934,2.5,0.2235937618185842
100,-1.3775510787963867,-2.5,0.0059909552162001395
101,-1.3775510787963867,-2.3979592323303223,0.0061830781664502866
102,-1.3775510787963867,-2.2959184646606445,0.006402115057622116
103,-1.3775510787963867,-2.1938774585723877,0.0066502526288610775
104,-1.3775510787963867,-2.09183669090271,0.006930078427293362
105,-1.3775510787963867,-1.9897959232330322,0.00724435301312739
106,-1.3775510787963867,-1.8877551555633545,0.007596305617576642
107,-1.3775510787963867,-1.7857142686843872,0.007989481610263586
108,-1.3775510787963867,-1.68367338180542,0.008427802690264344
109,-1.3775510787963867,-1.5816326141357422,0.008915641880343932
110,-1.3775510787963867,-1.4795918464660645,0.009457888090635455
111,-1.3775510787963867,-1.3775509595870972,0.010059895271876484
112,-1.3775510787963867,-1.2755101919174194,0.010727587791324822
113,-1.3775510787963867,-1.1734693050384521,0.011467513314547281
114,-1.3775510787963867,-1.0714285373687744,0.012286903946931337
115,-1.3775510787963867,-0.9693876504898071,0.013193652861268144
116,-1.3775510787963867,-0.8673468828201294,0.014196435113222758
117,-1.3775510787963867,-0.7653061151504517,0.01530482255238591
118,-1.3775510787963867,-0.6632652282714844,0.016529246574479507
119,-1.3775510787963867,-0.5612244606018066,0.01788112908863142
120,-1.3775510787963867,-0.4591836929321289,0.01937286774598965
121,-1.3775510787963867,-0.35714268684387207,0.021018086792135213
122,-1.3775510787963867,-0.25510191917419434,0.02283144850281671
123,-1.3775510787963867,-0.1530611515045166,0.024828982874812937
124,-1.3775510787963867,-0.05102038383483887,0.027027964894227884
125,-1.3775510787963867,0.05102038383483887,0.029447090671172304
126,-1.3775510787963867,0.1530611515045166,0.03210644722261054
127,-1.3775510787963867,0.25510191917419434,0.03502758177535418
128,-1.3775510787963867,0.35714268684387207,0.038233587802607494
129,-1.3775510787963867,0.4591836929321289,0.041749075762890164
130,-1.3775510787963867,0.5612244606018066,0.04560012848933985
131,-1.3775510787963867,0.6632652282714844,0.049814339212051646
132,-1.3775510787963867,0.7653061151504517,0.0544207530129439
133,-1.3775510787963867,0.8673468828201294,0.059449734987674085
134,-1.3775510787963867,0.9693876504898071,0.06493286433150296
135,-1.3775510787963867,1.0714285373687744,0.07090282652544444
136,-1.3775510787963867,1.1734693050384521,0.07739308105184689
137,-1.3775510787963867,1.2755101919174194,0.08443775660087752
138,-1.3775510787963867,1.3775509595870972,0.09207126690337461
139,-1.3775510787963867,1.4795918464660645,0.1003280416992461
140,-1.3775510787963867,1.5816326141357422,0.10924202866294767
141,-1.3775510787963867,1.68367338180542,0.1188464875075114
142,-1.3775510787963867,1.7857142686843872,0.12917336046733485
143,-1.3775510787963867,1.8877551555633545,0.14025282836376385
144,-1.3775510787963867,1.9897959232330322,0.15211307649969522
145,-1.3775510787963867,2.09183669090271,0.16477946690773124
146,-1.3775510787963867,2.1938774585723877,0.1782744787430424
147,-1.3775510787963867,2.2959184646606445,0.1926171272388487
148,-1.3775510787963867,2.3979592323303223,0.20782252748910635
149,-1.3775510787963867,2.5,0.22390191703430384
150,-1.3163264989852905,-2.5,0.005975902372547656
151,-1.3163264989852905,-2.3979592323303223,0.006170080910086653
152,-1.3163264989852905,-2.2959184646606445,0.006391039639986653
153,-1.3163264989852905,-2.1938774585723877,0.006640984419008722
154,-1.3163264989852905,-2.09183669090271,0.006922520693680477
155,-1.3163264989852905,-1.9897959232330322,0.0072384284046347605
156,-1.3163264989852905,-1.8877551555633545,0.0075919541523753655
157,-1.3163264989852905,-1.7857142686843872,0.007986655388657709
158,-1.3163264989852905,-1.68367338180542,0.008426473177138936
159,-1.3163264989852905,-1.5816326141357422,0.00891579533762994
160,-1.3163264989852905,-1.4795918464660645,0.009459523774530075
161,-1.3163264989852905,-1.3775509595870972,0.010063030291258959
162,-1.3163264989852905,-1.2755101919174194,0.010732251873552439
163,-1.3163264989852905,-1.1734693050384521,0.01147375303116966
164,-1.3163264989852905,-1.0714285373687744,0.012294783017358896
165,-1.3163264989852905,-0.9693876504898071,0.013203249248704954
166,-1.3163264989852905,-0.8673468828201294,0.014207844017507342
167,-1.3163264989852905,-0.7653061151504517,0.015318157522484702
168,-1.3163264989852905,-0.6632652282714844,0.01654464123142672
169,-1.3163264989852905,-0.5612244606018066,0.017898737218384364
170,-1.3163264989852905,-0.4591836929321289,0.01939286192732167
171,-1.3163264989852905,-0.35714268684387207,0.021040664518929286
172,-1.3163264989852905,-0.25510191917419434,0.0228568316206893
173,-1.3163264989852905,-0.1530611515045166,0.024857421036279827
174,-1.3163264989852905,-0.05102038383483887,0.027059732787471185
175,-1.3163264989852905,0.05102038383483887,0.02948249657874468
176,-1.3163264989852905,0.1530611515045166,0.03214583125455298
177,-1.3163264989852905,0.25510191917419434,0.03507132030760367
178,-1.3163264989852905,0.35714268684387207,0.03828209621725421
179,-1.3163264989852905,0.4591836929321289,0.04180281054879862
180,-1.3163264989852905,0.5612244606018066,0.0456595921507768
181,-1.3163264989852905,0.6632652282714844,0.04988008349421729
182,-1.3163264989852905,0.7653061151504517,0.054493380170445166
183,-1.3163264989852905,0.8673468828201294,0.0595299067332003
184,-1.3163264989852905,0.9693876504898071,0.06502130286550135
185,-1.3163264989852905,1.0714285373687744,0.0710003235442104
186,-1.3163264989852905,1.1734693050384521,0.07750049743744368
187,-1.3163264989852905,1.2755101919174194,0.0845560318680628
188,-1.3163264989852905,1.3775509595870972,0.09220142613718328
189,-1.3163264989852905,1.4795918464660645,0.10047120106056952
190,-1.3163264989852905,1.5816326141357422,0.10939940686654792
191,-1.3163264989852905,1.68367338180542,0.11901940784084794
192,-1.3163264989852905,1.7857142686843872,0.12936326617307434
193,-1.3163264989852905,1.8877551555633545,0.14046129168772692
194,-1.3163264989852905,1.9897959232330322,0.15234180787061025
195,-1.3163264989852905,2.09183669090271,0.16503033414404264
196,-1.3163264989852905,2.1938774585723877,0.17854951495664723
197,-1.3163264989852905,2.2959184646606445,0.19291855185848136
198,-1.3163264989852905,2.3979592323303223,0.20815276197453564
199,-1.3163264989852905,2.5,0.22426360500625758
200,-1.2551020383834839,-2.5,0.00596251330641159
201,-1.2551020383834839,-2.3979592323303223,0.006158682657834409
202,-1.2551020383834839,-2.2959184646606445,0.006381515994926304
203,-1.2551020383834839,-2.1938774585723877,0.006633236361298259
204,-1.2551020383834839,-2.09183669090271,0.0069164693305204614
205,-1.2551020383834839,-1.9897959232330322,0.007234009334344288
206,-1.2551020383834839,-1.8877551555633545,0.007589122720042724
207,-1.2551020383834839,-1.7857142686843872,0.007985383221101528
208,-1.2551020383834839,-1.68367338180542,0.00842674329881038
209,-1.2551020383834839,-1.5816326141357422,0.008917612165080602
210,-1.2551020383834839,-1.4795918464660645,0.009462903708936665
211,-1.2551020383834839,-1.3775509595870972,0.010068007870941831
212,-1.2551020383834839,-1.2755101919174194,0.01073887782260863
213,-1.2551020383834839,-1.1734693050384521,0.011482093519469194
214,-1.2551020383834839,-1.0714285373687744,0.012304920835870916
215,-1.2551020383834839,-0.9693876504898071,0.013215287372628306
216,-1.2551020383834839,-0.8673468828201294,0.01422190418552941
217,-1.2551020383834839,-0.7653061151504517,0.015334380602404128
218,-1.2551020383834839,-0.6632652282714844,0.016563188212454862
219,-1.2551020383834839,-0.5612244606018066,0.017919793080124768
220,-1.2551020383834839,-0.4591836929321289,0.019416637606157867
221,-1.2551020383834839,-0.35714268684387207,0.021067396205431084
222,-1.2551020383834839,-0.25510191917419434,0.02288678230354238
223,-1.2551020383834839,-0.1530611515045166,0.024890886455195223
224,-1.2551020383834839,-0.05102038383483887,0.027097040332417843
225,-1.2551020383834839,0.05102038383483887,0.029524008972467413
226,-1.2551020383834839,0.1530611515045166,0.03219195222149111
227,-1.2551020383834839,0.25510191917419434,0.03512249281898331
228,-1.2551020383834839,0.35714268684387207,0.0383388090794906
229,-1.2551020383834839,0.4591836929321289,0.04186560451211572
230,-1.2551020383834839,0.5612244606018066,0.04572905930376345
231,-1.2551020383834839,0.6632652282714844,0.04995687524828431
232,-1.2551020383834839,0.7653061151504517,0.054578208699406786
233,-1.2551020383834839,0.8673468828201294,0.0596235539145325
234,-1.2551020383834839,0.9693876504898071,0.06512462443794646
235,-1.2551020383834839,1.0714285373687744,0.07111425532673699
236,-1.2551020383834839,1.1734693050384521,0.07762606114707819
237,-1.2551020383834839,1.2755101919174194,0.08469434567318346
238,-1.2551020383834839,1.3775509595870972,0.09235370858848398
239,-1.2551020383834839,1.4795918464660645,0.10063878204229633
240,-1.2551020383834839,1.5816326141357422,0.10958373715179846
241,-1.2551020383834839,1.68367338180542,0.11922207143628322
242,-1.2551020383834839,1.7857142686843872,0.12958598785400555
243,-1.2551020383834839,1.8877551555633545,0.1407059541141384
244,-1.2551020383834839,1.9897959232330322,0.15261046582894547
245,-1.2551020383834839,2.09183669090271,0.16532522576243924
246,-1.2551020383834839,2.1938774585723877,0.1788730869755848
247,-1.2551020383834839,2.2959184646606445,0.19327347170339038
248,-1.2551020383834839,2.3979592323303223,0.20854194421545155
249,-1.2551020383834839,2.5,0.2246902332022411
250,-1.1938775777816772,-2.5,0.005950803087149324
251,-1.1938775777816772,-2.3979592323303223,0.006148919807760042
252,-1.1938775777816772,-2.2959184646606445,0.006373599245562824
253,-1.1938775777816772,-2.1938774585723877,0.00662708527331021
254,-1.1938775777816772,-2.09183669090271,0.006912019308300842
255,-1.1938775777816772,-1.9897959232330322,0.00723121527295613
256,-1.1938775777816772,-1.8877551555633545,0.007587953820092783
257,-1.1938775777816772,-1.7857142686843872,0.007985827555329707
258,-1.1938775777816772,-1.68367338180542,0.008428806454333578
259,-1.1938775777816772,-1.5816326141357422,0.008921313300704848
260,-1.1938775777816772,-1.4795918464660645,0.009468280465610709
261,-1.1938775777816772,-1.3775509595870972,0.010075114314061315
262,-1.1938775777816772,-1.2755101919174194,0.01074778606964037
263,-1.1938775777816772,-1.1734693050384521,0.011492893941662412
264,-1.1938775777816772,-1.0714285373687744,0.012317723093204752
265,-1.1938775777816772,-0.9693876504898071,0.01323022059084307
266,-1.1938775777816772,-0.8673468828201294,0.014239119515701077
267,-1.1938775777816772,-0.7653061151504517,0.015354050133141527
268,-1.1938775777816772,-0.6632652282714844,0.016585512303439902
269,-1.1938775777816772,-0.5612244606018066,0.01794499502490021
270,-1.1938775777816772,-0.4591836929321289,0.01944496753152695
271,-1.1938775777816772,-0.35714268684387207,0.021099138353571485
272,-1.1938775777816772,-0.25510191917419434,0.022922250505988888
273,-1.1938775777816772,-0.1530611515045166,0.024930431752084776
274,-1.1938775777816772,-0.05102038383483887,0.0271410523978667
275,-1.1938775777816772,0.05102038383483887,0.029572918627602574
276,-1.1938775777816772,0.1530611515045166,0.032246237110628004
277,-1.1938775777816772,0.25510191917419434,0.03518268014222425
278,-1.1938775777816772,0.35714268684387207,0.03840547885017829
279,-1.1938775777816772,0.4591836929321289,0.04193939405893455
280,-1.1938775777816772,0.5612244606018066,0.04581067153389688
281,-1.1938775777816772,0.6632652282714844,0.05004708331432361
282,-1.1938775777816772,0.7653061151504517,0.05467785741050001
283,-1.1938775777816772,0.8673468828201294,0.05973357183876639
284,-1.1938775777816772,0.9693876504898071,0.06524602877899434
285,-1.1938775777816772,1.0714285373687744,0.0712481575085857
286,-1.1938775777816772,1.1734693050384521,0.07777368030194014
287,-1.1938775777816772,1.2755101919174194,0.08485701058902799
288,-1.1938775777816772,1.3775509595870972,0.09253287539203937
289,-1.1938775777816772,1.4795918464660645,0.10083604041127285
290,-1.1938775777816772,1.5816326141357422,0.10980082116954185
291,-1.1938775777816772,1.68367338180542,0.1194608768686636
292,-1.1938775777816772,1.7857142686843872,0.12984858251132905
293,-1.1938775777816772,1.8877551555633545,0.1409945977470421
294,-1.1938775777816772,1.9897959232330322,0.15292762427772247
295,-1.1938775777816772,2.09183669090271,0.1656735903776255
296,-1.1938775777816772,2.1938774585723877,0.17925559826867193
297,-1.1938775777816772,2.2959184646606445,0.19369334198085103
298,-1.1938775777816772,2.3979592323303223,0.20900268060548752
299,-1.1938775777816772,2.5,0.22519566799571195
300,-1.132652997970581,-2.5,0.0059408173954088855
301,-1.132652997970581,-2.3979592323303223,0.006140858269713438
302,-1.132652997970581,-2.2959184646606445,0.006367379405932298
303,-1.132652997970581,-2.1938774585723877,0.006622641807224985
304,-1.132652997970581,-2.09183669090271,0.006909306093020253
305,-1.132652997970581,-1.9897959232330322,0.007230204971043046
306,-1.132652997970581,-1.8877551555633545,0.007588635436594208
307,-1.132652997970581,-1.7857142686843872,0.007988206925129512
308,-1.132652997970581,-1.68367338180542,0.008432908938234352
309,-1.132652997970581,-1.5816326141357422,0.008927179287567468
310,-1.132652997970581,-1.4795918464660645,0.009475971112610296
311,-1.132652997970581,-1.3775509595870972,0.010084707464657033
312,-1.132652997970581,-1.2755101919174194,0.010759379024073496
313,-1.132652997970581,-1.1734693050384521,0.011506604888632335
314,-1.132652997970581,-1.0714285373687744,0.012333691682687307
315,-1.132652997970581,-0.9693876504898071,0.01324860880861191
316,-1.132652997970581,-0.8673468828201294,0.014260112688647724
317,-1.132652997970581,-0.7653061151504517,0.015377862146553904
318,-1.132652997970581,-0.6632652282714844,0.016612381492204578
319,-1.132652997970581,-0.5612244606018066,0.017975193697313367
320,-1.132652997970581,-0.4591836929321289,0.01947879799895611
321,-1.132652997970581,-0.35714268684387207,0.021136938641129328
322,-1.132652997970581,-0.25510191917419434,0.022964399702642482
323,-1.132652997970581,-0.1530611515045166,0.02497734681993476
324,-1.132652997970581,-0.05102038383483887,0.02719319756773905
325,-1.132652997970581,0.05102038383483887,0.029630809057607205
326,-1.132652997970581,0.1530611515045166,0.03231043861700823
327,-1.132652997970581,0.25510191917419434,0.035253819501351036
328,-1.132652997970581,0.35714268684387207,0.03848424611829417
329,-1.132652997970581,0.4591836929321289,0.042026551133338766
330,-1.132652997970581,0.5612244606018066,0.04590705319029528
331,-1.132652997970581,0.6632652282714844,0.05015360517346369
332,-1.132652997970581,0.7653061151504517,0.05479553142883757
333,-1.132652997970581,0.8673468828201294,0.05986350248970348
334,-1.132652997970581,0.9693876504898071,0.06538942676530153
335,-1.132652997970581,1.0714285373687744,0.07140635248129233
336,-1.132652997970581,1.1734693050384521,0.07794812509036504
337,-1.132652997970581,1.2755101919174194,0.08504929744990589
338,-1.132652997970581,1.3775509595870972,0.09274474380651204
339,-1.132652997970581,1.4795918464660645,0.10106939301595708
340,-1.132652997970581,1.5816326141357422,0.11005773878614442
341,-1.132652997970581,1.68367338180542,0.11974363188394456
342,-1.132652997970581,1.7857142686843872,0.1301596588055958
343,-1.132652997970581,1.8877551555633545,0.14133670785798727
344,-1.132652997970581,1.9897959232330322,0.15330373132793984
345,-1.132652997970581,2.09183669090271,0.16608693356524898
346,-1.132652997970581,2.1938774585723877,0.17970971385580026
347,-1.132652997970581,2.2959184646606445,0.19419209400455467
348,-1.132652997970581,2.3979592323303223,0.20955029061742478
